Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
multicolor-plastic-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.50.40_3.jpg?v=1727052920,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-plastic-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.50.40_4.jpg?v=1727052920,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-plastic-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.50.40.jpg?v=1727052920,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-plastic-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.50.41.jpg?v=1727052920,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-flower-and-plastic-bell-toran,Fabric Flower and Plastic Bell Toran,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 36 inch<span class=""s1""></span>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'287,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.53.32.jpg?v=1727052512,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,4.36,true,,,true,,,active
fabric-flower-and-plastic-bell-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.53.32_3.jpg?v=1727052512,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-flower-and-plastic-bell-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.53.32_4.jpg?v=1727052512,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,Swastik on Beads Toran,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 36 inch<span class=""s1""></span>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'288,0.0,shopify,deny,manual,37.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.34_1.jpg?v=1727052276,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,9.37,true,,,true,,,active
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.34_2.jpg?v=1727052276,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.34.jpg?v=1727052276,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.35_1.jpg?v=1727052276,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.35_2.jpg?v=1727052276,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.35_3.jpg?v=1727052276,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastik-on-beads-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at15.57.35.jpg?v=1727052276,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,Beaded Square and Fabric Toran,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 38 inch<span class=""s1""></span>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Yellow,,,,,,,,'298,0.0,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at17.15.34.jpg?v=1727050435,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at17.15.34.jpg?v=1727050435,lb,,14.43,true,,,true,,,active
beaded-square-and-fabric-toran,,,,,,,,,Light Pink,,,,,,,,'139,0.0,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at17.15.34_1.jpg?v=1727050450,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-31at18.21.49.jpg?v=1727050703,lb,,16.86,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,Dark Pink,,,,,,,,'284,0.0,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at17.15.35_1.jpg?v=1727050449,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at20.29.40.jpg?v=1727050597,lb,,15.38,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at17.15.35.jpg?v=1727050449,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at20.29.40.jpg?v=1727050597,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at20.29.41_1.jpg?v=1727050597,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at20.29.41.jpg?v=1727050597,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-31at18.21.49_1.jpg?v=1727050703,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-31at18.21.49_2.jpg?v=1727050703,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded-square-and-fabric-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-31at18.21.49.jpg?v=1727050703,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-mogra-and-bells-ladi-set-of-3,White Mogra and Bells Ladi - Set of 2,"<ul class=""ul1"">
<li class=""li1"">Length: 3 ft<span class=""s1""></span>
</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 ladi in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'306,0.0,shopify,deny,manual,12.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-18at12.40.21.jpg?v=1727037821,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,2.44,true,,,true,,,active
white-mogra-and-bells-ladi-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-18at12.40.20_1.jpg?v=1727037821,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-mogra-and-bells-ladi-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-18at12.40.20_2.jpg?v=1727037821,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-mogra-and-bells-ladi-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-18at12.40.20_3.jpg?v=1727037821,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-mogra-and-bells-ladi-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-18at12.40.20.jpg?v=1727037821,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-kurta-pajama-set-1,Maroon Kurta Pajama Set,"<ul>
<li>Maroon Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'241,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_42.jpg?v=1726281339,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
maroon-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'243,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
navy-blue-kurta-pajama-set-2,Navy Blue Kurta Pajama Set,"<ul>
<li>Navy Blue Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'238,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_41.jpg?v=1726281296,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
navy-blue-kurta-pajama-set-2,,,,,,,,,"40""",,,,,,,,'239,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
navy-blue-kurta-pajama-set-2,,,,,,,,,"42""",,,,,,,,'240,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
teal-kurta-pajama-set,Teal Kurta Pajama Set,"<ul>
<li>Teal Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'233,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_40_65fd35cc-b94f-48d4-8f3d-e82c02435585.jpg?v=1726281165,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
teal-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'234,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
teal-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'236,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
lemon-kurta-pajama-set,Lemon Kurta Pajama Set,"<ul>
<li>Lemon Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'226,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_39.jpg?v=1726281053,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
lemon-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'227,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
lemon-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'229,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
black-kurta-pajama-set-1,Black Kurta Pajama Set,"<ul>
<li>Black Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'126,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_36.jpg?v=1726280949,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.43,true,,,true,,,active
black-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,'127,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
black-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'128,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
wine-kurta-pajama-set,Wine Kurta Pajama Set,"<ul>
<li>Wine Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'223,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_37.jpg?v=1726280836,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
wine-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'122,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
wine-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'123,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
red-kurta-pajama-set,Red Kurta Pajama Set,"<ul>
<li>Red Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'183,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_38_f5dfa52f-cd1b-4eda-8e97-429764a2d7d3.jpg?v=1726280694,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
red-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'121,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.45,,,,,,,
red-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'219,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.76,,,,,,,
cream-kurta-pajama-set,Cream Kurta Pajama Set,"<ul>
<li>Cream Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'222,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_35.jpg?v=1726280574,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
cream-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'119,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.60,,,,,,,
cream-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'120,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
sky-blue-kurta-pajama-set,Sky Blue Kurta Pajama Set,"<ul>
<li>Sky Blue Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'181,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_34.jpg?v=1726280481,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
sky-blue-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'116,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
sky-blue-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'117,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
pista-green-kurta-pajama-set,Pista Green Kurta Pajama Set,"<ul>
<li>Pista Green Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'225,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_33.jpg?v=1726280356,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.76,true,,,true,,,active
pista-green-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
pista-green-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.43,,,,,,,
white-kurta-pajama-set-3,White Kurta Pajama Set,"<ul>
<li>White Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'938,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_32_3a94a0d5-bb0c-456c-b422-f20a1dd5a970.jpg?v=1726280243,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.15,true,,,true,,,active
white-kurta-pajama-set-3,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.15,,,,,,,
white-kurta-pajama-set-3,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.15,,,,,,,
brown-kurta-pajama-set,Brown Kurta Pajama Set,"<ul>
<li>Brown Kurta Pajama Set</li>
<li>Multiprint</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'936,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_45.jpg?v=1726280126,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.77,true,,,true,,,active
brown-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'937,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.77,,,,,,,
blue-pajama-set,Blue Kurta Pajama Set,"<ul>
<li>Blue Kurta Pajama Set</li>
<li>Multiprint</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'934,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_44.jpg?v=1726280028,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.77,true,,,true,,,active
blue-pajama-set,,,,,,,,,"42""",,,,,,,,'935,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.77,,,,,,,
multidesign-pajama-set,Multidesign Pajama Set,"<ul>
<li>Multidesign Kurta Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'932,0.0,shopify,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_31_27b305c8-39a6-4a61-bec3-bb408a5e0ff1.jpg?v=1726279846,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.25,true,,,true,,,active
multidesign-pajama-set,,,,,,,,,"40""",,,,,,,,'933,0.0,shopify,deny,manual,56.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.25,,,,,,,
navy-blue-kurta-pajama-set-1,Navy Blue Kurta Pajama Set,"<ul>
<li>Navy Blue Kurta With White Pajama Set</li>
<li>Golden dots</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_31_55105712-dc03-4652-957d-ac727147c1fe.jpg?v=1726279798,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.15,true,,,true,,,active
navy-blue-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'931,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.15,,,,,,,
pink-kurta-pajama-set,Pink Kurta Pajama Set,"<ul>
<li>Pink Kurta With White Pajama Set</li>
<li>Bandhani Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'926,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_30_78ae0285-5261-4efe-bc83-470295d4359f.jpg?v=1726279517,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,15.75,true,,,true,,,active
pink-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'927,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.75,,,,,,,
pink-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'928,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.75,,,,,,,
pink-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.75,,,,,,,
orange-kurta-pajama-set,Orange Kurta Pajama Set,"<ul>
<li>Orange Kurta With White Pajama Set</li>
<li>Bandhani Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'923,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_29_8018d1c4-27ee-415f-9f79-d52d982d5686.jpg?v=1726279378,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,17.72,true,,,true,,,active
orange-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'924,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,17.72,,,,,,,
orange-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'925,0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,17.72,,,,,,,
multicolor-kurta-with-white-pajama-set-1,Multicolor Kurta With White Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'900,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_28_f0aa3c7a-9c5e-4130-b2f7-6d7346076201.jpg?v=1726279241,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.60,true,,,true,,,active
multicolor-kurta-with-white-pajama-set-1,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.60,,,,,,,
peach-kurta-pajama-set,Peach Kurta Pajama Set,"<ul>
<li>Peach Kurta Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'952,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_8_a6f1a77f-31dd-4f0d-b906-fac38a2c05be.jpg?v=1726279085,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,16.07,true,,,true,,,active
peach-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'953,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.07,,,,,,,
peach-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'954,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.07,,,,,,,
