Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
green-kurta-pajama-set,Green Kurta Pajama Set,"<ul>
<li>Green Kurta Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"44""",,,,,,,,'951,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_7_9f343376-8e42-499b-9829-7a0fd10a9b51.jpg?v=1726278995,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,16.07,true,,,true,,,active
blue-kurta-pajama-set,Blue Kurta Pajama Set,"<ul>
<li>Blue Kurta Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'955,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_40.jpg?v=1726278855,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,16.07,true,,,true,,,active
blue-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.07,,,,,,,
blue-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'950,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.07,,,,,,,
white-kurta-pajama-set-2,White Kurta Pajama Set,"<ul>
<li>White Kurta Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'887,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_25_97d6009c-e63b-4331-a62a-6a5685e218f1.jpg?v=1726278656,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,16.38,true,,,true,,,active
white-kurta-pajama-set-2,,,,,,,,,"40""",,,,,,,,'888,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.38,,,,,,,
white-kurta-pajama-set-2,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.38,,,,,,,
white-kurta-pajama-set-2,,,,,,,,,"44""",,,,,,,,'890,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.38,,,,,,,
yellow-kurta-pajama-set,Yellow Kurta Pajama Set,"<ul>
<li>Yellow Kurta Pajama Set</li>
<li>Printed</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_28_53e2da15-c359-464a-a7d0-f78275b3eac9.jpg?v=1726278426,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.66,true,,,true,,,active
yellow-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,28.79,,,,,,,
yellow-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'885,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,16.38,,,,,,,
yellow-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,"",0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
navy-blue-kurta-pajama-set,Navy Blue Kurta Pajama Set,"<ul>
<li>Navy Blue Kurta Pajama Set</li>
<li>Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,"",0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_38.jpg?v=1726278243,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.66,true,,,true,,,active
navy-blue-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'882,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,28.79,,,,,,,
navy-blue-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'916,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
purple-kurta-pajama-set,Purple Kurta Pajama Set,"<ul>
<li>Purple Kurta Pajama Set</li>
<li>Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'919,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_23_09fd7755-1951-4f2c-ac40-393c29236506.jpg?v=1726278099,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.66,true,,,true,,,active
purple-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'920,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
purple-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'881,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,28.79,,,,,,,
firoji-kurta-pajama-set,Firoji Kurta Pajama Set,"<ul>
<li>Firoji Kurta Pajama Set</li>
<li>Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'921,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_24_3b64506b-9d25-4253-b58b-87cecd374a7c.jpg?v=1726277973,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.66,true,,,true,,,active
firoji-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'922,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
firoji-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'880,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,28.79,,,,,,,
maroon-kurta-pajama-set,Maroon Kurta Pajama Set,"<ul>
<li>Maroon Kurta Pajama Set</li>
<li>Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'879,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_21_caf7fa98-5ca6-426f-85d4-be413aee2445.jpg?v=1726277768,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,28.79,true,,,true,,,active
maroon-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'917,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
maroon-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'918,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.66,,,,,,,
white-kurta-pajama-set-1,White Kurta Pajama Set,"<ul>
<li>White Kurta Pajama Set</li>
<li>Golden Work and Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'877,0.0,shopify,deny,manual,100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_20.jpg?v=1726277619,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,31.19,true,,,true,,,active
white-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,'878,0.0,shopify,deny,manual,100.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,31.19,,,,,,,
white-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'942,0.0,shopify,deny,manual,100.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,31.35,,,,,,,
white-kurta-pajama-set,White Kurta Pajama Set,"<ul>
<li>White Kurta Pajama Set</li>
<li>Golden Work and Embroidery</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'875,0.0,shopify,deny,manual,100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_19.jpg?v=1726277438,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,31.19,true,,,true,,,active
white-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'941,0.0,shopify,deny,manual,100.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,31.35,,,,,,,
white-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'876,0.0,shopify,deny,manual,100.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,31.19,,,,,,,
yellow-angrakha-set,Yellow Angrakha Set,"<ul>
<li>Yellow Angrakha Set</li>
<li>Beautiful design on Kurta</li>
<li>Perfect for weddings</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'695,0.0,shopify,deny,manual,115.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_32.jpg?v=1726119204,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,35.06,true,,,true,,,active
yellow-angrakha-set,,,,,,,,,"40""",,,,,,,,'696,0.0,shopify,deny,manual,115.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,35.06,,,,,,,
yellow-angrakha-set,,,,,,,,,"42""",,,,,,,,'697,0.0,shopify,deny,manual,115.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,35.06,,,,,,,
pista-green-angrakha-set-copy,Pista Green Angrakha Set,"<ul>
<li>Pista Green Angrakha Set</li>
<li>Beautiful design on Kurta</li>
<li>Perfect for weddings</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'694,0.0,shopify,deny,manual,115.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_31.jpg?v=1726119104,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,35.06,true,,,true,,,active
red-angrakha-set,Red Angrakha Set,"<ul>
<li>Red Angrakha Set</li>
<li>Beautiful design on Kurta</li>
<li>Perfect for weddings</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'689,0.0,shopify,deny,manual,115.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_30.jpg?v=1726119028,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,33.88,true,,,true,,,active
green-angrakha-set,Green Angrakha Set,"<ul>
<li>Green Angrakha Set</li>
<li>Beautiful design on Kurta</li>
<li>Perfect for weddings</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'686,0.0,shopify,deny,manual,115.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_29.jpg?v=1726118909,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,33.89,true,,,true,,,active
green-angrakha-set,,,,,,,,,"40""",,,,,,,,'687,0.0,shopify,deny,manual,115.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,33.89,,,,,,,
rose-pink-kurta-with-white-pajama-set,Rose Pink Kurta With White Pajama Set,"<ul>
<li>Rose Pink Kurta With White Pajama Set</li>
<li>Beautiful design on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'745,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_28.jpg?v=1726118810,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,23.76,true,,,true,,,active
rose-pink-kurta-with-white-pajama-set,,,,,,,,,"40""",,,,,,,,'746,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,23.76,,,,,,,
rose-pink-kurta-with-white-pajama-set,,,,,,,,,42,,,,,,,,'747,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,23.76,,,,,,,
navt-blue-kurta-with-white-pajama-set,Navy Blue Kurta With White Pajama Set,"<ul>
<li>Navy Blue Kurta With White Pajama Set</li>
<li>Beautiful design on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'701,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_27.jpg?v=1726118624,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.40,true,,,true,,,active
navt-blue-kurta-with-white-pajama-set,,,,,,,,,"44""",,,,,,,,'703,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.40,,,,,,,
green-kurta-with-white-pajama-set-2,Green Kurta With White Pajama Set,"<ul>
<li>Green Kurta With White Pajama Set</li>
<li>Beautiful design on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'698,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_26.jpg?v=1726118484,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,15.30,true,,,true,,,active
green-kurta-with-white-pajama-set-2,,,,,,,,,"44""",,,,,,,,'700,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.30,,,,,,,
black-kurta-with-white-pajama-set-1,Black Kurta With White Pajama Set,"<ul>
<li>Black Kurta With White Pajama Set</li>
<li>Beautiful design on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'683,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_25.jpg?v=1726118205,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.60,true,,,true,,,active
black-kurta-with-white-pajama-set-1,,,,,,,,,"42""",,,,,,,,'684,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.78,,,,,,,
black-kurta-with-white-pajama-set-1,,,,,,,,,"44""",,,,,,,,'685,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,14.78,,,,,,,
pink-kurta-with-white-pajama-set,Pink Kurta With White Pajama Set,"<ul>
<li>Pink Kurta With White Pajama Set</li>
<li>Rayon</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'645,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_15.jpg?v=1726118128,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
maroon-kurta-with-white-pajama-set-2,Maroon Kurta With White Pajama Set,"<ul>
<li>Plain Maroon Yellow Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'770,0.0,shopify,deny,manual,37.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_24.jpg?v=1726118046,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
maroon-kurta-with-white-pajama-set-2,,,,,,,,,"44""",,,,,,,,'772,0.0,shopify,deny,manual,37.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
mustard-yellow-kurta-with-white-pajama-set-1,Mustard Yellow Kurta With White Pajama Set,"<ul>
<li>Plain Mustard Yellow Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'763,0.0,shopify,deny,manual,37.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_14_36054d0b-5a23-4599-9180-1a9a42334a18.jpg?v=1726117959,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
mustard-yellow-kurta-with-white-pajama-set-1,,,,,,,,,"38""",,,,,,,,'764,0.0,shopify,deny,manual,37.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
maroon-kurta-with-white-pajama-set-1,Maroon Kurta With White Pajama Set,"<ul>
<li>Maroon Kurta With White Pajama Set</li>
<li>Beautiful pattern on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'758,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_13_69a20e40-25f8-4823-8ff2-05743bf55ec6.jpg?v=1726117857,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
maroon-kurta-with-white-pajama-set-1,,,,,,,,,"38""",,,,,,,,'759,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
red-kurta-with-white-pajama-set-1,Red Kurta With White Pajama Set,"<ul>
<li>Red Kurta With White Pajama Set</li>
<li>Beautiful pattern on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'753,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_23.jpg?v=1726117774,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
red-kurta-with-white-pajama-set-1,,,,,,,,,"38""",,,,,,,,'754,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
red-kurta-with-white-pajama-set-1,,,,,,,,,"40""",,,,,,,,'755,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
orange-kurta-with-white-pajama-set,Orange Kurta With White Pajama Set,"<ul>
<li>Orange Kurta With White Pajama Set</li>
<li>Beautiful pattern on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'711,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_22.jpg?v=1726117667,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
orange-kurta-with-white-pajama-set,,,,,,,,,"42""",,,,,,,,'712,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
green-kurta-with-white-pajama-set-1,Green Kurta With White Pajama Set,"<ul>
<li>Green Kurta With White Pajama Set</li>
<li>Beautiful pattern on Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'705,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_21.jpg?v=1726117587,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
green-kurta-with-white-pajama-set-1,,,,,,,,,"40""",,,,,,,,'707,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
yellow-kurta-with-white-pajama-set-1,Yellow Kurta With White Pajama Set,"<ul>
<li>Yellow Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'594,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_13_30fab6ef-05d6-4252-b22e-6c2770543afd.jpg?v=1726117499,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
yellow-kurta-with-white-pajama-set-1,,,,,,,,,"40""",,,,,,,,'596,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
yellow-kurta-with-white-pajama-set-1,,,,,,,,,"42""",,,,,,,,'597,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
sky-blue-kurta-with-white-pajama-set,Sky Blue Kurta With White Pajama Set,"<ul>
<li>Sky Blue Kurta With White Pajama Set</li>
<li>Beautiful pattern on the Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"40""",,,,,,,,'664,0.0,shopify,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_12_c58cb207-c95a-498d-a152-220b35859242.jpg?v=1726117394,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
sky-blue-kurta-with-white-pajama-set,,,,,,,,,"42""",,,,,,,,'665,0.0,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.15,,,,,,,
teal-kurta-with-white-pajama-set,Teal Kurta With White Pajama Set,"<ul>
<li>Teal Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"42""",,,,,,,,'644,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_11_b1207f0b-c9b1-40ee-8dfc-57928deceda4.jpg?v=1726117285,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
multicolor-kurta-with-white-pajama-set,Multicolor Kurta With White Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Block pattern on the Kurta</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"42""",,,,,,,,'624,0.0,shopify,deny,manual,62.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_10_dc87b3eb-df1c-4afa-a082-078834685e6a.jpg?v=1726117202,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
purple-kurta-with-white-pajama-set,Purple Kurta With White Pajama Set,"<ul>
<li>Purple Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'895,0.0,shopify,deny,manual,75.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_c5fea01e-1842-4cc3-b82a-88b466a13160.jpg?v=1726117083,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,21.15,true,,,true,,,active
blue-kurta-with-white-pajama-set,Blue Kurta With White Pajama Set,"<ul>
<li>Blue Kurta With White Pajama Set</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'622,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed-1.jpg?v=1726117012,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,24.92,true,,,true,,,active
blue-kurta-with-white-pajama-set,,,,,,,,,"40""",,,,,,,,'623,0.0,shopify,deny,manual,75.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,24.91,,,,,,,
blue-kurta-with-white-pajama-set,,,,,,,,,"42""",,,,,,,,'765,0.0,shopify,deny,manual,75.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,27.48,,,,,,,
pista-green-kurta-with-white-pajama-set,Pista Green Kurta With White Pajama Set,"<ul>
<li>Pista Green Kurta With White Pajama Set</li>
<li>
<meta charset=""utf-8"">
<p>Non-itchy soft cloth</p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>
</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'766,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at21.50.51.jpg?v=1728761020,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,24.92,true,,,true,,,active
